PC1,PC2
-2.022272884310345,0.12349586840747317
-2.061231393961983,0.44002952426788355
-2.1346648964528288,0.3046408866584005
-2.0007633010219372,0.32448091099610843
-2.107447813243492,0.22228381430736
-2.0992919302305073,0.19824453004062992
3.238353818404505,-2.0922762377549673
3.3231308446050805,-2.1452661691701964
2.6474046893956427,-2.5663229522197426
-1.9468962314041107,0.43426708176145756
3.2205881034793715,-2.252188009552433
-2.1682294664570545,0.24314136594840785
-2.080751212942926,0.37762735332139896
-2.0931248084750265,0.3178935485094232
-1.8382595659297167,0.3263383016949155
-1.9775442440884516,0.3786456928562778
3.1491175286785884,-2.3229768518649134
-2.219152614112786,0.26582336098377435
-1.8214807301396965,0.1980691517410509
3.071104951500395,-2.3967210608909006
-1.9512647616171157,0.5771720853137374
-2.092008725353893,0.18931784157189258
-1.8920592666145395,0.28128852166413654
-2.077915490630583,0.1647577811539611
-1.9823567973372862,0.21686647476266052
3.119152848312484,-2.4976592205926544
-1.8442868248912068,0.10572297420160637
-1.9813230266733104,0.1462635393567815
-2.1109312783360124,0.2087976618880727
-2.1567346535348384,0.2213138648480426
-1.7179117657301068,0.39902832930965326
-1.838512732025162,0.36837020778929674
-2.047437140873867,0.44758959046536817
-2.237928833676449,0.27609906914692783
-1.6666459967231346,0.361384455691669
-1.9682776565045281,0.19235555526209902
-2.1084531841292464,0.30678351443454344
-1.8187238547220974,0.5391337399737763
-1.8260308006181676,0.21440465064668457
-2.094107641593957,0.2284668763168738
3.1998690890445207,-2.171690210598127
-2.1120345877481763,0.22875009648184497
-1.7956960539954494,0.47991922879801585
2.6644363567599134,-2.499475577647088
-1.8887772395138986,0.03047103350841307
-1.9730164798581882,0.46759918840176784
-1.628132329847924,0.593807889032961
-1.9900522726442476,0.46709449871776365
-1.547999760273195,0.598740993011516
-1.789084226549973,0.18084429107291666
-1.9276255082403742,0.08427543198194165
-1.8483074479604946,0.24790443503656712
2.9379705909940164,-2.3740453660255527
-1.8137612514506443,0.057488919857181964
-1.819895420492918,0.26029967731182757
-1.9814084433067745,0.3352899561664684
-2.03432551805374,0.283344131879778
3.0894744303677166,-2.262546148184322
-2.085412599806339,0.36897258242473985
-1.8127179671878002,0.3336608977647739
-1.9447692332722935,0.028812076292411115
-2.1277201661822454,0.2510801011265418
-2.077909927430889,0.27916971359875986
-1.8135071213335876,0.4226684105084393
3.0621669367459994,-2.250969582730745
-2.0639060527659643,0.18546426384598225
-1.8343516816644008,0.4437586449039246
-2.2479035817456214,0.22323873098835834
-2.0327086221779793,0.4837829498230446
-1.9947192931934983,0.3485902552788338
-1.867101361032419,0.17745176987021138
-1.7069930117227794,0.29568556136533664
3.2219178661666525,-2.0283363830931185
-1.9784581427441057,0.2732961449620295
-2.1612852875650224,0.4062498845671434
3.24242840378803,-1.9925744480884808
-1.6520789733269745,0.09428240593980175
3.2309734886036114,-2.3536674875899046
-2.1862772946920486,0.2174841043567719
-2.1472716074684453,0.4917143678967324
-1.9206619572575985,0.13372820657045836
3.0520920672555336,-2.0946626977675584
-2.065415420218224,0.3683667488464326
-1.9511379623497236,0.24215131541993284
-1.8316656364783266,0.2658205644075462
-1.9702961229440175,0.09296264610355975
-2.1499315780755945,0.4565216336200273
-2.2822653082834714,0.383010795978304
2.9308214021465053,-2.2592315498158237
-2.1420541762530245,0.2578261012531393
-2.110204645403039,0.386689451029014
-2.1309268048381913,0.14190743234315928
-2.0529683935683023,0.29337070198249293
-2.078260322847838,0.09517875378497376
2.97350099428015,-2.4685464700968596
-1.8964280860698506,0.30412031557565
-2.073870727105653,0.49562899688967743
-1.9577129418965025,0.23712307411300126
-1.9320105665589846,0.28408719043496466
-1.6265014028917326,-0.05376644243597206
-1.9708678084605729,0.5191067232465523
-2.0981066749949795,-0.03862098958973803
3.3051375462781887,-2.1987171125389806
-1.8730757416388113,0.11866655309458962
-1.9758626956807293,0.426823650521184
2.7029504912128246,-2.394207989731528
-2.079401775923938,0.22074419444140614
2.8593948069262405,-2.4180501170906794
-1.7613713371000244,0.24484005657545072
2.8761357018831273,-2.425809263620849
-1.9557487127801156,0.13300115073787455
-2.0625157952586886,0.08550565169671387
3.0831944092550394,-2.376000924118399
3.0281928768448187,-2.1668221730244595
-2.0293238767076383,0.30474645989648486
-1.9634089486142985,-0.07172770663096606
-1.8879412892726726,0.0848727033059864
-1.8337611048924543,0.3059335587033918
-1.804083821351421,0.35784308190816727
-1.9410079953977601,0.28306782462341173
-1.9357830558197455,0.21711076312844724
-1.8244507186737513,0.3030927540285424
-2.100515672165436,0.40163526627105495
-2.1473042407759317,0.3332514570404652
3.0919749070657776,-2.1806805412716836
-2.002303339426709,0.3821921476412793
-2.109305955461197,0.4308112694810171
3.0269961800947094,-2.226705213984703
-1.8061670925393085,0.2226958386533524
-2.09968737410856,0.1320519115708627
3.2754781870862937,-2.0963686368884185
-1.8878805910703136,0.49792889842061516
-1.9966894350992783,0.2697704535080865
-1.8775919786184119,0.266468793856963
3.060005138072177,-2.4235406809841495
-2.045157493531065,0.09721074850572786
-1.9642132977460522,0.0755737609255096
-1.9136370656669421,0.34073245923895956
3.454696755017128,-2.048282855886548
-2.084052388865403,0.3187454390087612
3.043278914616092,-2.331631338086922
-2.1064435603664093,-0.049228259360230675
2.960809561361103,-2.2457160591018
-2.0983191264340975,0.3290505569954161
3.303920324438545,-2.1419456234103054
-1.9028023696007255,0.1649040829224917
3.209249667637406,-2.294895714079005
3.200968387364642,-2.199160573068408
-2.147026451264531,0.37513234393981976
-1.9110679783806783,0.17878819942341329
-2.0353201428068846,0.19830475753870824
3.018757129094601,-2.256193145846739
-2.191735190463608,0.19654654133430216
-1.961104824624238,0.25951134585638846
3.290176996439233,-2.121131436023351
-1.8716216567003152,0.3518411179661953
-1.8625754926120046,0.4360480263037809
-1.9783997789212648,0.33438562915857317
2.905612276247789,-2.441624721064091
-1.7543114789104894,0.3075065045927148
-1.918178879275112,0.16299462790990793
-1.910426819457256,0.24397659322205412
-2.0895248522823087,0.3129429461953075
-1.9679624313910962,0.2342027862243632
3.4038097184528366,-2.131334141020682
-2.281377286591113,0.21521669730963455
-1.91116242306504,0.5775551853017471
-1.8217329336861683,0.24376640394734372
-2.132394140464097,0.10760931272779017
-1.9474097056744637,0.010518815422946082
-1.7074052839394214,0.14506130036497455
-1.9475380459511324,0.2255266327718901
-2.2356775882703137,0.3762567544328683
-2.0857292515188695,0.34446354081801567
-1.9060659869090224,0.3965081750759263
-1.9895881141732032,0.2568513463113753
-2.0253255804835826,0.2067517585902292
-2.1778684737099616,0.34407269983812827
-1.9887999243126275,0.41493470933719134
3.1618393573396197,-2.069099948199622
-1.97267803972256,0.37713969061669594
-2.08554562716962,0.2459065095225339
-2.0629899574488717,0.45892538703702046
-1.9876464368602367,0.33530553242863403
-1.9768716467090024,0.2538332571794446
